500
0 N 58 N 58 N 98 35 62 N 5 N N N N N 86 31 73 62 N N 52 45 52 66 N 0 N N N 54 N N 90 N N 31 N 4 80 55 20 N N 100 N N N 43 N 16 96 32 N N N 91 55 18 N 54 53 8 N N 69 N 96 21 N N N N 15 N N N 85 48 98 N N N 65 90 N N N 0 58 40 88 N 100 N 94 N 44 N 2 N N N N 45 47 N 77 25 93 1 82 N N N N 40 4 N 95 N 38 N 62 N N N N N N N N N N 15 83 42 N N N 59 52 N 37 6 57 N 49 N N N 76 N 16 N N 24 N N 60 N N 63 N 65 97 81 N N N N N N 8 N 50 N 74 5 70 95 N 45 21 52 90 80 60 N 41 8 17 N N N 39 67 N 92 40 N 60 38 N N 67 N N 76 67 N N 15 N 42 53 95 N N 59 91 N 51 N N 0 N N 72 77 54 N N N N 78 N 65 79 32 N N N N 40 N 15 36 N N 50 N N N 67 9 15 88 N N 13 2 98 66 N 23 N N 13 N N N N N 19 N N 46 24 31 65 N N 32 41 7 87 95 71 45 77 N N 2 N N N 15 17 N N N N 25 20 N N 76 76 28 N N 25 N 21 28 N 14 20 N 66 N 79 54 N 19 79 N N N N 31 95 57 78 60 65 71 26 N 54 N N 45 60 N 2 N 5 78 N 98 N N N 15 N N N N 60 N N 12 N N 90 N 71 24 N 3 91 N 84 66 82 33 86 41 N N N 40 N N N N N 4 N N 58 83 N N N 0 N N 24 N N 73 N 94 19 72 N 36 N 91 N N 73 16 100 N N 69 14 7 73 N N N N N 58 56 N 83 N 67 32 81 34 45 N N 5 50 39 28 68 N N 15 N 12 N 72 31 76 N N 42 0 N N N 11 12 77 61 N 53 81 34 N 5 1 73 N 82 35 95 53 41 N 34 64 N 84 N 30 N N 88 48 88 N 3 N N 16 N N 49 
37 N 74 58 33 N 61 N 74 54 79 N N 9 N N N 64 54 85 69 N 48 N N N N N N 79 74 39 44 98 N N 56 95 N 56 37 N 68 N 58 N N N N 19 N 52 66 N N N 79 37 54 N N N 57 N N 38 N 90 N N N 75 N N N 41 83 N N N N N 50 N N N N 25 N N 91 19 N 1 77 82 26 90 92 N 88 N 3 22 95 N N 29 91 0 N N 36 N N N 54 N 10 N 35 56 32 N N 21 84 N N 92 N 27 97 11 N N N 41 11 N N N N 79 N N 50 N N 55 N 46 66 60 N 71 N 70 65 89 N 1 N 46 N 76 N 18 N 39 64 N 70 N 38 55 N 31 41 25 87 24 N N 74 N N N N 31 20 N N N 13 72 N 66 13 18 N 72 29 40 44 N 1 N 32 N 92 N 72 N N 91 42 66 N N 19 64 82 N N 66 94 92 N 42 N 48 65 N 56 38 32 N 69 N N 87 2 71 N N 59 56 N N N N 92 93 54 92 57 17 N 82 N N N N 64 N N N N 16 N 87 N N N N N 62 22 N 32 67 59 12 N 83 N N 76 N N N N N 12 N 54 N 15 8 58 53 N 11 64 N 46 N 65 64 N 99 N N N 78 40 12 38 81 N 72 17 26 16 N 20 N N N 53 85 N N N N 35 67 19 N N N 9 43 52 11 11 N N 47 38 87 N 48 N 49 N N N N 9 N N N 65 70 N N 30 N 50 N N N N 100 87 22 6 40 25 61 N N N 80 N N N 93 N 8 42 20 N 34 N N 34 87 N N N N 23 N 67 16 N 56 63 N N 87 7 N N N N 64 N N 41 27 N N N N N N N 79 3 54 N 41 N N N N 22 N N N N N N 62 40 N 93 N 12 74 41 58 N N 91 80 N N 28 N 64 N 7 N 48 N N N N N N 65 55 N N N 10 N N N 22 88 N N 36 N N N 39 N 11 N 29 N 16 1 
N 40 N N N N 22 25 N 8 88 N 67 N N N N N 44 N N N N N N 80 N 47 N N 2 92 N N 14 N N N 88 N 100 N N 68 N 7 N 54 N N N N 69 29 3 N N 67 65 N 53 36 N 60 17 91 93 N 93 N 11 N N N 25 48 88 39 N N N 71 N 30 28 N 76 59 22 N 100 N 5 68 0 13 N N 32 N 2 3 72 N 87 N N 17 N 39 0 15 49 N N N 64 N 19 14 N 62 N N 11 N 50 N N 31 72 75 73 N 90 N N 87 38 N 83 N N 56 N N N 23 94 44 N N 46 99 N N 75 N N N 44 N 26 N 89 15 93 N 5 6 N 0 N 14 N N N 97 N 23 76 17 49 N N 4 65 N 71 7 27 26 N 99 N 91 26 88 N 68 0 N 57 92 19 N N N N N N 55 65 N 68 23 85 87 44 N N N N 67 76 42 N N 74 N 92 N N N N 23 N 22 N N N 86 N 96 N N N 92 27 N 92 N N 71 N N 23 16 N N N 82 N N N N N N N N N 84 N N N 72 N 69 84 N 74 N 14 N 25 64 N 2 N N 6 N N 82 N 90 49 75 26 N N 31 13 52 95 76 50 67 96 N 52 N N N N 47 N 0 70 N N N 74 5 N 87 49 N N N 72 N 23 73 N 20 N 43 N N N N N N 70 N 81 99 N N 43 23 N 53 28 N 100 26 55 N N 14 N 20 N 32 61 N 24 97 N 78 N 48 N 39 N N N N 92 N N N N N N 85 90 N 43 N N N N 49 N N 75 N N 48 N 79 69 N 67 N 70 N N 10 34 N 39 16 9 17 N 19 N N 46 N N 96 48 64 N 8 52 8 N N 82 68 N 52 55 12 N N N N N 49 N N N 2 81 18 85 N N N 9 N N N 95 21 N 78 N N N N 55 N 94 14 33 N 85 34 10 N 98 98 2 N 57 94 7 N N 49 21 49 N N N 56 22 N 31 70 81 11 
N 69 N 33 11 29 56 99 N 3 N N N 20 N N 79 N N N N N N 74 N N 18 94 59 29 55 N N 72 N N 46 N N N 37 N 76 N N 59 N 43 15 N 65 N 86 N 93 97 N N N 31 N N N N 44 41 N N 47 48 47 60 95 21 N 50 N N 10 1 53 26 N N N 38 N N N 9 37 40 N N N N N 4 N 75 N N 74 10 74 84 N N N N N 0 N N N N 45 N 100 N N 99 N 96 N N N N N 92 52 N 1 N N N 44 N 6 N 54 N 23 11 N N 55 N 73 N N N N 80 30 1 79 23 17 91 N 3 45 N 19 14 N 53 4 N 100 N N N 20 89 24 N N N N N N 79 N 39 36 33 N 66 22 0 55 N 41 83 20 19 59 N 62 22 N N N 41 N 80 N 68 N 85 N 79 N N 78 88 18 35 74 N N 39 30 81 N N 15 N 58 67 89 97 85 N 48 N N 6 66 N N N 36 17 N 39 67 13 40 N 47 N N 90 11 31 N N N 31 N N 96 51 88 26 N N N 70 95 N 41 76 57 N 83 41 N 67 N 28 48 N N 90 68 N N N 47 N N 33 45 N N N 4 46 N 15 0 N N 32 54 N 83 N 59 7 40 60 N N 84 69 46 N 61 N 23 N N N 15 N N 48 23 N 44 79 23 N N 41 N 87 93 N 89 N 16 N N 33 95 N N 46 95 N N 75 N N 83 N N 36 N N N 18 39 N N N 76 88 81 N 75 N 72 87 N N 68 N 71 N 8 N 94 78 N N 93 73 N 73 70 N N N N N N N 77 99 N 50 68 N 83 N 100 58 N 40 95 N 18 N 69 N 60 N N N N N 80 61 N N N N 42 41 65 N N 16 N 24 79 82 24 4 100 N 71 30 66 N 74 N N 32 N N N N N 35 44 N N N 82 71 15 N N 66 4 N N 23 73 88 78 N 44 74 N 39 78 N N N 34 N 73 N 77 71 N 30 16 N N N 
N 70 52 N N 59 N 78 N 12 29 N 54 33 47 N 6 39 36 38 1 97 N N N N 99 66 3 61 82 N N 35 N 7 100 N N N 43 N N N 72 N 27 N N N 11 96 N N 75 84 N N N 0 4 95 41 19 N 12 N 70 N N 9 65 99 N 39 25 21 N N 97 5 N 26 N 52 N 3 N N 13 45 N N N N 48 34 43 N 54 19 N N N N N 70 N 74 N 54 2 0 19 28 89 95 94 2 7 N 39 N 33 62 N N N N 55 N 20 31 2 N 19 25 N N N 80 N N 20 N N 18 N N N 99 70 94 N N N 68 N 87 76 55 4 67 89 N 1 N N N N 21 59 27 N 81 N N 42 11 53 18 N N 11 41 57 42 N 65 N N N 67 N 14 N 64 N N 61 N N N N 29 N N N 86 52 24 N 65 N 31 N N 64 76 53 68 N 13 99 N 28 63 28 N N 29 N N N 14 N 26 13 N N N 66 8 N N 87 1 18 60 58 94 N 60 42 0 10 N 7 86 N N 84 N N 14 N N N 27 73 90 100 69 N N N 44 78 94 23 N N N N N 54 N 52 N N N 77 N 77 18 N 54 29 3 N 100 43 N 83 87 N 99 78 N 24 37 N 88 73 78 0 N 13 68 N N N 98 80 6 N N N N 75 23 15 N N N N N 49 N 63 N N 84 N N N 84 55 N N N N 80 N N N 19 N 68 N 84 10 N 66 94 28 94 N 14 N 19 74 13 N 61 90 36 N N N 60 N N 21 N N 89 N 43 100 98 N N 92 N N 22 N 25 64 90 N N 16 25 11 N 5 29 87 N 91 8 76 N N N 24 71 86 43 N N N 97 34 N N 9 9 9 N N N 100 N 17 N 13 36 N N 28 N 49 32 N 20 74 N N 88 N 37 66 N 49 N N 14 N 27 89 65 68 19 84 N N N 81 N 47 11 N 46 N 15 41 N N 35 N N 76 N N 16 N 55 91 57 N N N 60 N 54 81 N 
N 93 68 61 73 N N 26 N 81 43 N N 64 73 55 10 N N N N 78 N 75 N 14 N 14 54 88 77 39 N N N 57 73 30 18 N N 72 N 42 51 58 97 99 80 87 N N 71 9 N 42 N N N N 89 37 83 N 38 N N N 40 N N N 48 N N N 99 N 40 N 66 77 12 47 61 100 98 N 37 N 17 25 N 43 74 N N N N N N 64 90 N 17 1 3 N 18 99 86 87 61 0 N N 97 41 59 81 N 24 25 71 99 N N N 19 22 N 75 25 N 26 44 N N 85 93 N 96 N N N 60 N N N 98 61 N N 65 N 63 N N 31 N 83 N N N 97 64 14 64 N 35 49 N 30 N 36 85 12 32 N N 73 56 28 4 27 87 N N N 38 66 N 88 95 72 N 3 26 50 N 92 N N 42 22 99 49 N N 6 N N N 38 N 11 28 N N N 78 96 37 N 49 66 N N N N N 60 89 N N N N N 78 25 40 N N N 70 15 76 N 90 N N N 99 79 90 N 7 N N N 42 N N 87 N N N 43 14 36 N N 13 88 N 41 40 N 28 N 9 44 N 31 N 53 N 16 91 98 N N N 95 N N N 45 N N N 76 73 45 16 N 70 N N N 11 93 44 N N 63 74 N 30 N 57 N N 68 N 50 N N 7 N 2 N N 71 31 N 60 96 N N N 68 9 10 60 N 66 N N 84 N N N N N N N N N 93 91 75 N N N 17 73 9 N N N N N N N N N 71 N 44 N 39 77 29 78 N 75 7 81 81 N N N 38 46 N N N 77 4 N 19 N 14 72 N N 5 N 52 N 19 N 85 N N 48 N N 39 68 38 20 N N N N N N N N 8 76 N N 78 N 95 64 N 27 N 95 98 7 N 39 N N N N N 55 65 23 80 74 8 63 N N 88 N 51 N N 18 11 99 N N N N 52 25 26 N 32 87 62 19 41 67 N 12 72 N 70 19 26 N 73 52 37 N N 53 98 45 77 
80 90 N N N 64 N N N 20 97 14 N N N N 21 N N 3 N N N N N 55 84 49 78 N 99 66 N N 75 31 N N 22 N 25 0 3 N N N 88 94 83 98 31 41 N N 30 71 60 N N N N 29 17 25 N N N 77 28 N 76 N N N 16 N N N N N 60 N 10 7 N 81 N 64 N N N 75 N N N 30 22 64 N 65 N N 63 1 38 N N N N 48 N 55 56 93 0 N N N N N 35 31 22 N 52 N 90 N 40 N 55 N N N 7 94 17 49 16 76 N 10 N 40 N 77 13 22 52 89 N 23 N 17 18 N N N 54 N 1 41 N 67 N 82 74 N 92 19 N 43 N N N 17 N N N 18 N N N 80 36 N 29 N N N N 26 N N N 50 40 84 67 N N N N N N N N 6 36 N 30 26 N N 37 N 78 95 N N 40 59 70 81 N N N 15 40 N N N 54 N 72 N N 44 37 45 67 6 N 65 N 7 N N 30 N 24 N N N N N N N N 12 94 N 41 16 11 N 30 86 83 N N 33 24 N 93 N 28 N N N N N 52 N N N 62 N N N 36 97 N 82 N N N N 30 94 100 N N 2 30 61 34 N N 46 55 70 N N N N N N 89 N N 77 99 N 68 13 78 63 N 48 N 3 44 93 40 49 9 1 9 N N 56 N N 17 N 47 N N 87 64 64 N N 37 73 10 N N N 72 66 N 99 94 N N N N 0 73 N N 62 27 N N 63 N 62 N N 5 94 18 8 29 N 82 81 45 58 47 N 88 100 N N 24 27 N N N 82 85 N 65 N 80 N N N 31 N 16 5 N N N 94 69 N N N 6 N N 21 22 N 68 80 N N N N N 55 N 21 N N 8 N 38 41 64 1 43 57 92 96 N 6 N 100 N 25 29 N N N N N N 3 6 19 N N 14 67 13 N N 54 N 46 77 N 18 N 78 N 21 44 80 51 N N 68 4 N 79 N N 50 N N N 
N N 34 55 59 N N N 16 53 1 N 72 46 N N N N 61 N 20 20 67 85 78 N N N N 76 32 N 31 N N N N N N N 14 67 59 N 92 82 15 N 27 N N N 25 N N 26 65 47 5 99 40 N 59 81 N N N 52 N 20 N 69 87 N N 11 44 N N N 32 37 35 N N 94 N N 23 N N 19 N 83 N 67 37 N 95 N N N 89 78 N 71 51 41 99 34 75 19 N 45 N 0 72 N N 12 N N 30 91 83 39 N N 89 N 30 N N N N N N N N 50 N 37 N 71 N 49 71 83 N 53 N N 67 N 82 N 89 N 38 N N N 28 62 82 N N N N 17 N 70 N 47 52 N 74 29 N N N N 89 83 N N N 27 21 N N N 41 N 19 49 9 N 97 N 60 48 N N N 45 78 14 19 N 24 88 74 17 10 N 21 96 49 35 N 4 96 69 N 41 N 88 45 33 N N N N 42 77 79 N 57 N 7 67 N N N N 43 26 76 N N 22 N 96 N N N 97 N N 81 N N N 16 N N N 74 59 N N N N N N 76 20 N 66 N 90 N N 88 N 35 N N N N 16 58 37 87 100 38 99 N N 50 19 N 55 N N 81 N 90 N N N 83 88 N 50 N 54 50 N 80 N 65 N N 95 N N 83 31 N 3 65 91 32 N 84 15 67 79 N N 3 62 92 5 N N 27 N 31 N N 2 95 N 55 N N N N 10 N N 9 44 86 42 N N 2 66 86 36 14 91 N 33 N 55 71 13 77 N N N N 31 N 33 N N N N 36 56 N N N 100 48 13 38 N N 49 9 N N N 54 N 43 N 51 94 N 60 N 59 35 N 19 N 82 31 N 85 80 9 82 N N 70 60 N 86 N N N N N N 33 N 14 N 73 3 N N 3 N 22 N 92 4 91 N 37 N 85 N 17 N N N N 4 73 85 35 N 23 N N 86 81 N 88 N 43 5 N N 56 N N 84 65 N 34 N 83 N 9 N 6 N 59 
N 10 N N N N 10 11 N N 79 N 80 N 70 N N N 53 13 N N 8 49 21 75 7 N N 84 81 1 80 N N N N N 78 98 7 N N N 78 N N N 22 81 N N 4 39 N 66 N 91 N N N 3 34 N 78 15 39 N N N 39 N 78 N 83 N N 12 39 N 40 94 N 66 89 24 95 22 N 62 N N N 10 N 5 N N N 7 14 N N N 72 49 N N N N 35 15 N 42 N N 0 N N N N N N 18 N 69 N 64 N N 64 N N 17 N N N N 74 N N N N N N 17 N N N N N 85 0 1 N 77 N N N N N 48 N N N N N 3 N N N 82 N 27 73 N N 38 78 N 15 99 0 N 66 56 29 97 N 98 N N N 22 N 80 93 95 52 N N N N N 49 45 70 N N 16 N N N N N 28 N N 22 89 N 7 91 15 N N N 97 19 N N N N N N 11 N N 66 47 67 37 8 1 N N 17 N N 41 83 N 1 N N 88 N 26 4 N N 41 N N N 49 N 20 64 N N N 94 N 61 N 87 N 29 0 N N 4 N 53 N 1 9 N N N N N N N 85 1 N N 74 16 N N N N 20 N N 11 41 40 20 N 34 32 73 N N N N 49 N 20 N 62 82 N 21 58 76 23 N 46 30 71 N 12 N N N N N 81 N N 63 N N N N 13 90 N 52 N 49 N N 85 32 N 74 70 36 42 45 100 89 N N 36 0 76 N N 72 N N 20 N 60 20 28 N N 14 4 20 97 20 87 N N N 18 N 26 85 N N 22 97 29 N N 22 N 9 88 N N N N 35 N N 51 80 63 11 31 69 32 3 47 N N 7 84 N 31 27 89 95 N N 96 78 99 N N 12 50 7 N N 88 80 N 11 57 21 16 N 83 N N 49 N 51 52 N 71 38 N N N N 16 4 46 N 50 56 N 71 83 N 22 45 N 69 97 100 98 37 48 28 N 30 7 N 30 97 7 1 N 42 80 N 
N N 28 N 65 24 N N 3 95 N N N 28 N N 46 N 56 100 N 84 99 N 8 32 80 N 49 N 93 N 66 40 N N N N N 66 9 4 43 N N N 64 N N 33 N 10 10 N 53 N 65 N N 1 N N 72 N N N N N N 1 N 54 100 24 25 N N N N N 99 N N 62 N 33 N 14 N N N 53 N N 41 N N N 79 N 56 N 31 N 25 93 0 39 N N N N N 86 64 N 98 0 39 N 96 N 26 N 57 21 27 42 3 N 36 72 N N 78 65 N N N N 99 N N N 60 N N 30 N N 87 86 40 N N N N 71 66 N 69 N N N 39 49 4 N 34 N 5 86 N N 77 N N 13 N 45 91 81 13 N 3 N 7 N N N N 12 N N 17 N N 92 N N N 21 17 7 N 7 N N N 56 N 63 4 42 10 25 21 7 62 N 89 N N N N N 91 N 50 40 N 9 7 N N N 6 64 N 27 79 N N 96 N N N N N 26 N N 30 41 16 N 100 N N N N N 23 N N 22 N 89 N N 44 49 N 48 15 N N 13 N 80 N 76 15 N 76 100 94 N 83 98 93 N N N 34 N 32 44 53 N 95 79 73 N N 86 26 N 69 N 61 N 0 97 N N N 86 N N N 83 32 22 65 N N N N 48 N 93 30 N 6 44 N 79 N 67 N N N 56 24 N N 12 36 51 35 N 65 N N 15 85 76 N N N 55 N N N 63 N 13 N N 86 73 N 78 N N N 79 73 N N N 45 93 N 69 25 N 38 N 54 N 93 18 73 N 27 N N N N N N 75 29 76 29 50 N 66 59 N N N 50 92 86 91 N 24 74 83 N 26 N N N 37 N 69 N N N N 54 97 N 49 19 15 N N 37 N 60 N N 31 83 33 54 18 3 N 100 N N 13 N 95 43 N 27 87 N 66 N 15 92 N N N N N N N 20 88 N 68 77 N 93 79 71 43 82 18 94 N 10 0 N 59 23 51 81 83 78 N 
22 94 N N 85 81 N N N N N 45 N N N 40 37 N N 94 N 35 62 50 N 47 N 27 N 91 N 20 N 3 N N 94 20 N N 91 N 47 N N N 33 63 37 82 N N N N N 17 N N 88 46 52 67 7 N N 77 47 N N N N 21 20 N 37 N 31 N N 23 N N N N N N N N N 51 11 N 17 N N 75 N 71 34 34 55 N N N N 16 N 67 99 N N N N N 27 82 N N 0 8 67 N N N N N 86 N N N 73 N N N N N N 46 35 N N N N N 20 65 N 17 N 78 N 54 N N 77 N 9 34 N N N N N N N N N 44 47 N N 12 7 N 61 N 53 N N 15 82 28 N 39 N 62 15 0 26 58 77 92 92 4 N N 92 30 42 95 N N 91 95 63 100 N N N N N 85 N 6 22 19 N N N 85 12 N 23 N N N 21 35 N 58 N 45 29 93 N N 62 N N N 54 54 84 N 43 N N N 98 N N N N N N N 89 N N 47 N 83 98 11 99 61 N N N 34 N N 27 82 N 43 N 64 N N N N N N 13 77 N N 24 76 N N 38 N N 62 N 1 37 N 54 N 57 N 21 99 14 1 6 15 N 54 34 28 96 4 N 40 45 N 82 98 54 N N N 83 N N 61 52 N 3 N N N N 98 33 N 52 100 57 62 43 N N 55 N N 76 8 10 N 76 N 73 47 N 65 N 5 N N N 7 N 100 22 N N N N N 73 N N 58 88 11 N N 26 48 79 N N N 27 N N N 86 N 35 75 N 90 N 43 N 19 N 12 N 45 N 34 N N N 35 N N 54 56 35 N 24 N N 53 53 92 49 76 56 99 3 N N N N 66 24 N 94 96 60 N 41 N N 46 49 N N N 8 66 N 11 100 71 70 17 38 N N N N 14 N 26 N N 21 N N N 8 84 N N 28 N N N N N 72 N N N N 18 95 55 N N 62 N N N N 64 N 46 38 84 
76 77 92 25 99 30 N N N N 85 0 N 92 95 75 9 63 N N 58 19 74 3 N 11 N 77 N 6 24 N N 2 26 N N N 44 N N 36 5 80 84 87 N N 70 N N N N N N 12 100 28 38 38 39 N N N 48 N 46 44 N N N N N N N N N N 18 82 N N 17 N N 67 N 83 N 14 N N 76 N N 54 N N 66 N N 2 96 53 N N N 19 N N N N N N 2 62 44 43 N 0 N 2 38 N N 30 N 83 N N N N N 0 N 87 24 49 N 58 N N N 40 84 N 83 N 60 N 3 20 93 35 74 34 N 2 33 56 N N N 22 N N 12 30 65 23 78 N 12 11 N 65 28 N 89 N N N N 50 N N 84 17 42 74 94 N N 47 N 73 25 89 N 60 N 60 99 3 82 2 N 18 81 61 50 17 N 22 N N 58 36 N 62 N N 22 7 N N N 56 38 N 48 N N N N 54 74 N 9 29 N N N 87 81 72 32 74 32 N N N N N 1 65 N 61 34 47 21 40 64 68 72 N N N 96 N 41 N 52 66 73 N N 90 72 91 N 65 78 N N N N N N N N N 96 76 N N N N N N N 53 29 67 95 N N 29 N 93 48 N 92 N N 35 71 4 N 10 91 N N N 85 83 N N 95 71 N 69 54 N N 63 67 N N 9 30 40 27 37 75 42 N N N N N N N N N 83 82 1 34 N 55 61 54 N N 69 0 N 5 36 17 31 12 55 36 47 94 91 35 81 N 71 65 N N 42 13 84 N N 52 N 46 N 59 N 67 34 N N 58 N 82 N 49 N 49 N N N N N 66 N 11 42 N 15 N N 38 29 N 46 N 100 58 8 N 6 N N N 65 55 44 N N N N 74 41 61 81 86 N 10 N 8 10 N 52 N N N N 31 N N 68 29 35 61 N 31 N N 51 N N N 9 35 40 15 100 30 N 64 98 78 24 N N N 62 N 94 N N N N 50 N N N N 27 20 45 
53 N N 37 N 8 5 N 65 N 49 N N 95 N 56 N N N 55 45 79 N N N 20 N N 11 N N N 72 N 81 38 N N N N N N 33 39 N 93 N 49 N 14 N N 3 N N N 23 N N 94 87 N 97 N N 89 N N 19 N 60 77 N 59 83 N 88 N N 54 N N 61 N 10 N N N N 12 N 76 N N 85 N 67 N N 42 N 33 N N 36 76 N N 38 N 15 N 59 15 81 N 58 N 73 N 0 N 66 N 39 63 N 39 55 16 0 29 N 26 N 29 N N 72 N 19 85 49 40 38 N N 77 73 N N 8 N N 0 63 88 N 16 57 86 N N 58 81 44 N N N 36 N N N N N 63 N N N 88 100 24 N 42 N 66 63 N 66 N 41 N N N N N N 55 N 84 N 51 36 6 N 56 48 N 93 19 14 N 79 N N 4 26 60 N 41 75 0 87 36 N 69 90 N N 1 N N N 54 N N N 16 52 86 26 N 74 62 59 N N N N 73 100 41 100 N 20 N N 58 88 68 N 47 88 29 N 40 13 N 8 N N 49 N N N N N N N N N N 73 N N N 50 61 N 0 73 73 N 29 N 84 N 59 N N N N N N 60 64 9 39 N 99 40 N N 51 N N 4 19 N 14 N 24 N N 34 54 N 34 N N N N 16 N N N 99 N N 27 73 16 N N 33 N N 10 N 16 64 93 N N N N N N N N N N 100 N 43 85 42 86 N 96 N N N 93 31 N N 4 N N 6 N 24 N 49 80 N 88 N 93 6 63 86 N N N N N 64 96 N N N N N N 91 N N N 72 N N 6 N 36 29 21 N 77 82 61 5 78 N 83 N 67 N N 100 N 72 79 61 N N N N N 49 46 N N N 92 N 74 N N N N 10 4 N N N N 92 N N 13 N N N 77 N 95 N 26 59 81 N 9 N 14 N 78 53 72 N 52 N 81 47 N 7 N N N 64 64 49 36 N 56 31 64 2 N 
N N N N N N N 38 N 42 N 5 N N N 71 37 58 N 22 53 31 79 N 80 N 65 92 N N N 64 N 64 53 N N N N N 12 16 45 N 38 28 6 N N N N N N N 33 50 93 41 N 44 85 15 2 37 36 90 N 55 N 78 89 N 96 N 88 85 N N N 87 69 55 N 95 42 N 31 N 61 N N N N N 60 65 N 20 13 N 32 N N 1 47 2 65 N 6 N N N N N N 85 18 N 4 61 N 0 89 N N 50 N 18 50 N 56 N 28 61 N N 87 N 34 15 39 N N N N 84 60 77 N N 70 N 38 N N N N 11 N 97 9 N 49 N 8 N N N 52 41 N N 2 N N N N 6 N N 21 13 N N 3 N 97 N 89 59 16 N 94 76 N 83 N N N 9 62 N N N N 30 N N 41 81 47 48 94 N N 53 N 83 N N N 79 N 64 40 41 33 N 21 N 35 N 13 N 24 95 48 N 21 N N N 73 N N N N 94 N 16 82 N N 71 9 N N 7 52 65 51 5 N N N N 67 27 N N 53 N 74 49 40 100 35 N 86 36 N N 5 N 2 41 22 N 31 N 77 86 74 N N N 54 N 39 1 N 8 24 N N 89 74 56 87 N N N 5 19 N 55 N 20 N 21 N N 39 N N 92 N 31 61 N 2 N 30 N N N N 36 N 57 N N N N N N 27 N 85 N N N N N 90 N 88 N 45 N 33 N N 31 N 8 12 N N 31 23 63 N 88 79 N 32 N N 10 N N 69 15 N 90 65 N N N N 59 68 N N N N N N 82 83 N N 0 95 N N N 73 12 70 N N 40 8 N N N N N 26 74 53 N N N 30 N 93 48 7 N 89 N N 97 N N 69 N N 10 7 88 20 N N 55 8 N N 58 N N 41 N N 26 N 95 5 N 40 83 N 2 N 19 N 27 N 57 N 11 48 84 N 21 18 19 N N 82 N 15 89 N N 29 84 N N N 71 53 40 N 61 N 69 
N 7 36 49 85 58 14 N N 85 78 91 N 24 N 15 95 N N N 44 14 42 89 90 N N N N 26 100 51 N N 74 23 N 81 N 58 N N N N N 47 N 61 N 2 N 63 N N 84 N N N N N N 92 N N N 65 N 91 N 27 95 51 39 N 23 5 80 N 8 93 N N 79 N N 67 34 81 74 82 37 N N 10 34 64 N N N 70 N N N 74 26 43 N N 19 64 95 N 62 N 46 N N N N N N N 0 N N N 22 26 N 52 N 71 53 N N N 86 N 32 N 42 N N N N 8 N 43 69 51 N 9 24 77 97 N 82 N N 87 21 37 36 53 N N N 36 42 84 28 N N N 52 56 44 N N N N N 47 51 N 87 59 4 86 39 36 59 50 40 11 N N N N N N 27 N 29 0 93 1 N 76 100 0 84 N N 21 N 92 22 27 N 97 95 98 N N 59 N N 89 N N N 95 N N 93 N N 77 22 31 N N 48 26 17 98 4 8 8 34 0 54 N 45 80 30 N N N N 31 N N N 45 N 50 90 N N 57 N 86 77 N N 34 82 53 N 37 77 66 27 N N N N N N N 23 N 75 22 N N 29 90 N 21 N 50 36 N N 47 N 75 N N 15 N N 34 83 11 59 80 27 47 16 N N N 80 2 86 N 24 N 35 49 14 N N 4 16 N N N 6 N 57 N N 75 N N 2 16 N N N 73 52 N 90 14 N 39 49 N 68 N 11 91 N 83 N N 99 N 36 10 N 27 3 15 46 13 N N 25 93 28 89 N 23 38 N 40 N 94 27 N N N N 46 9 43 N 14 58 30 18 2 N N N 47 N 6 N N N N 61 56 57 N N N N N 44 24 N N N N 0 70 N 86 59 N 79 91 27 84 62 N 65 15 N 37 N 62 43 N N N 49 31 5 N N 2 32 95 N 66 74 35 84 99 N 41 N 63 N N 83 N N 71 27 70 N 97 5 1 22 36 89 96 61 58 N N 28 N 52 N N 10 N 
